"Occupation, 1950 basis",Single words,year,gender,prestige,education,income,moral
Locomotive engineers,"engineer, locomotist, autoist",1990,-0.17523215376099785,0.12175248829187357,0.03673831927607257,-0.0010596114556033574,0.03878166579955972
"Conductors, railroad",conductor,1990,-0.08208553554087919,0.15549059297350876,-0.02740239322861558,0.06870352739226451,0.0545641736891485
Actors and actresses,entertainer,1990,-0.009081481755882727,0.25054732147425235,-0.03902986903909189,0.11388019659743033,0.06293452881750936
Telegraph messengers,"operator, messenger",1990,-0.04909593452975876,-0.007017030796628444,-0.036810377030008785,-0.01747805927095137,-0.025417259596519904
Editors and reporters,"editor, reporter",1990,0.02105874109441993,0.12180265624036196,0.03140160924941344,2.6820351704370804e-05,-0.012596840254861127
Biological scientists,"scientist, biologist",1990,-0.0796922220214846,0.1610449054125962,0.037035623199061535,-0.004013629469387528,0.02856083282802261
Sheriffs and bailiffs,"police, sheriff, bailiff",1990,-0.12478832246082296,-0.004193209548596293,-0.027768733029182962,-0.0842747749657961,-0.014721341894002099
Carpenters apprentice,"apprentice, carpenter",1990,-0.09106930381309064,0.046757168266395546,0.014178430341674441,-0.030665890128820813,0.0685879625267629
Waiters and waitresses,server,1990,0.07305012460761227,-0.03114267377102722,0.013016550552778304,0.08561799828886094,-0.0293814162234014
Charwomen and cleaners,"janitor, cleaner",1990,-0.03665008130500396,-0.11864896397292186,0.024863728487663973,-0.04259875895035192,0.011713924748529529
Hucksters and peddlers,"huckster, peddler",1990,-0.11635032179823739,-0.004774525714523966,-0.15283571802518656,-0.021092862146382514,-0.11026234656586296
Sailors and deck hands,sailor,1990,-0.0832490261316366,-0.04996340970082484,-0.003525031821390836,-0.08611436623721953,0.03683431146563414
Misc social scientists,sociologist,1990,-0.006408974956201151,0.19727776536823824,0.037471838351621045,-0.03845404773487132,0.023393600513367398
Forgemen and hammermen,"forgeron, metalsmith, hammerer, ironsmith",1990,0.04455546225928191,0.183893929143687,-0.012198374202691167,0.20243441754672914,0.08767202526240529
Blasters and powdermen,"miner, balster",1990,-0.05080942303190308,0.003778112520862518,-0.03579666895387907,-0.10321824472750063,0.04456152521669635
Physicians and surgeons,"physician, surgeon, professional, technician",1990,-0.012552679979153596,0.13305234277550312,0.059654990130797114,-0.021390503313030943,0.08423807093748811
Stock and bond salesmen,"sales, salesperson, investor",1990,-0.017322533919206056,0.013622655079635573,0.030568896077715152,0.08251885946275762,0.049677677045853186
Tailors and tailoresses,"tailor, tailoress",1990,-0.1157612434737075,-0.002639556983890315,-0.004885025128969038,-0.0004777279760921783,0.08886946615609649
Fishermen and oystermen,"fisher, hunter",1990,-0.018642780465073068,0.017105070174338623,0.017115054333445553,0.0035809950122915966,0.026364789114317774
Power station operators,"operator, electrician",1990,-0.0900911237935058,0.04970267986250807,0.03953052040647763,-0.05536617408109591,-0.0017714173352646606
Electricians apprentice,"electrician, apprentice",1990,-0.10606554264438849,0.09660453368596228,0.004784797263215911,-0.06176951492467601,0.03233141658631762
Agricultural scientists,"scientist, agriculturalist, agronomist",1990,-0.10791898584558662,0.20208993609536474,0.006157329889218285,-0.014797318693006984,0.020885803779188417
Marshals and constables,"marshal, constable",1990,-0.12734950130130065,0.12781597751432283,0.0005816984048716903,0.03529019050852857,0.07024055128745889
Accountants and auditors,"accountant, auditor",1990,-0.046506058879202415,0.07429058087652245,-0.03097276894164656,-0.02886917613437482,-0.010235914131911723
Deliverymen and routemen,"mailperson, courier, deliverer, carrier",1990,-0.07326018569745142,0.05442797226794766,-0.03756991424239826,-0.04450942253042536,0.019401443939355847
Office machine operators,"operator, machinist",1990,-0.09260356423836753,0.01917530400539473,0.07622139224100721,0.027604346704193657,0.015463926732300678
Policemen and detectives,"police, detective",1990,-0.08327307998174596,-0.010956331738213193,0.036960920901921476,-0.021956155806973764,-0.015627810705405823
"Firemen, fire protection","protector, firefighter",1990,-0.08503748837329328,0.054304013414087915,0.03700461199125647,-0.050766364278146583,0.12000970674078662
Structural metal workers,"worker, metalsmith, blacksmith",1990,0.0014948446763048083,0.05337215549885568,-0.02043146439144569,0.0021582467081146853,0.10866151595371826
Misc. natural scientists,scientist,1990,-0.08594662949419969,0.1335468587102842,-0.00042949294964903656,-0.01278544302902844,0.01933020877717701
Artists and art teachers,"artist, teacher",1990,0.11136658646971173,0.08765300670324457,0.033220368506312284,0.011115447802944538,0.13853100949661404
