"Occupation, 1950 basis",Single words,year,gender,prestige,education,income,moral,evaluation,potency,activity
Bookbinders,"bookbinder, bibliopegist",1900,-0.041987261892632514,-0.0317884964557337,0.04698600105182133,-0.04880840458753592,0.05138245993677118,0.07834288033197426,0.09876909408010542,-0.015103475703839728
Postmasters,"postmaster, mailperson",1900,0.006920143925342483,0.027471736779917134,0.105328418455077,0.040749557633684985,0.0014374356770554264,0.007738993352026345,0.14078732372021033,-0.045331253925683115
Loom fixers,"loomfixer, loomer",1900,0.11114320555812254,-0.045964959748666406,-0.05620246694438115,-0.0009126881313023128,-0.06959794969684101,-0.11550223356750489,-0.051688690438097096,0.026182301450465365
Auctioneers,auctioneer,1900,-0.038708544624122154,0.0705372875919652,-0.17799561017529075,-0.031183636585623085,-0.20076796612777748,-0.12290079328779549,0.081960177803617,0.05920607342328851
Electricians,electrician,1900,0.009139932038492225,0.06881591076675395,-0.11572144529329498,0.04543311137095543,-0.060000818752867335,-0.03334469581112385,0.060721436434849056,-0.029823183538560786
Bank tellers,teller,1900,0.006372327599890208,-0.0005491280841345078,0.015493651107085109,-0.022717898707776442,0.02238896724249206,-0.0027749024155786176,0.08504588211762235,0.04325636475469373
Agents (nec),agent,1900,-0.04354964971167373,0.10538288218384118,-0.10352120440104455,-0.05179666612935956,-0.14017778483246815,-0.09888126822747698,0.14615869954878968,-0.04887290503232999
Upholsterers,upholsterer,1900,0.09131399785469088,0.006360414071827018,-0.09279418100535129,-0.07150590195248595,-0.18184695747157817,-0.1008195661371955,0.013980782602528857,0.04327863641490507
Boilermakers,boilermaker,1900,,,,,,,,
Optometrists,optometrist,1900,,,,,,,,
Paperhangers,paperhanger,1900,,,,,,,,
Mail carriers,"courier, deliverer, carrier",1900,-0.02065668968965715,0.04663508097178442,0.03804292906694046,-0.009190146142366887,0.04056523684239369,0.05342448185796702,0.04365679691649634,-0.0019573123185090365
Photographers,photographer,1900,0.05617851827242926,0.03577667684903704,0.05107205003091552,0.04427674195473185,-0.0672636012138018,0.023649355804825786,0.04852076022306634,-0.03288696457377762
Psychologists,psychologist,1900,0.007316467903668038,-0.023314053145206928,0.00874178504437732,-0.021398496917210182,0.05016941923096198,0.049595786818404416,0.07851617076986452,-0.11290232502701499
Demonstrators,demonstrator,1900,0.003155575776397486,0.11079886861821689,0.09542820950928146,0.07687834806773856,0.012919899662087928,0.06461834683688061,0.09107455962198113,-0.05836600904760121
Cabinetmakers,"cabinetmaker, woodworker",1900,0.00564829149320949,-0.05258835405132618,0.0869813517787946,-0.023998540247690964,-0.08693154673777206,-0.0628167545050905,0.030329884792030387,-0.02599938179888769
Chiropractors,chiropractor,1900,,,,,,,,
Veterinarians,veterinarian,1900,0.002157708131688761,0.11334332673899569,0.05507941797991062,0.01995870923955394,0.04603755639655465,0.09531129126931216,0.033684098568020515,-0.1332518125083916
Laborers (nec),laborer,1900,-0.02672497529216314,-0.10557773167662882,-0.1002579133849148,-0.09463974738906009,0.1498224051833125,0.12039424124533069,-0.024040024191920133,-0.06431381294455724
"Molders, metal","molder, metalsmith",1900,-0.08673949296155178,-0.004325131749965974,-0.015557826341840225,0.053845868046061035,0.029097675829302706,0.025195607195406484,0.027917140567609532,-0.04130711067278993
Mathematicians,mathematician,1900,-0.08922904174225571,0.12567913226513966,-0.016635786493665712,0.0829861933629727,0.040669274806519246,0.10057680427201336,0.14750232171550637,-0.038597741272926395
Engineers (nec),engineer,1900,-0.04491635763724111,0.11365198042780988,-0.018204853345159408,0.027041377601572887,0.05262548081514075,0.10542123860827315,0.13736198057624505,-0.10993503650066128
Civil-Engineers,"engineer, evaluator, inspector",1900,-0.024435680231681054,0.11857008170135533,-0.04426838789412243,-0.014173866661009626,0.03245925480725545,0.0789311266545724,0.1095997103286666,-0.0970913258106434
Practical nurses,"nurse, practitioner",1900,0.11311181132995626,0.0382866674942498,0.05152496016067519,-0.0731722891085035,0.06023371212243782,0.07504754049367898,-0.006341021288930923,-0.11815107333209268
Inspectors (nec),inspector,1900,-0.003955002826120999,0.12348818297490076,-0.07033192244308545,-0.05538911092359214,0.012293028799370144,0.052441014700871647,0.08183744008108815,-0.08424761512062554
"Weavers, textile",weaver,1900,0.05265071763369704,-0.12227444552021971,-0.0502436108853977,-0.04044330179508995,-0.08756077508099958,-0.05301120686273342,-0.003095920547899818,-0.07625380028500872
Mining-Engineers,"engineer, mineralogist",1900,-0.004300181336306198,0.07030886962678799,-0.003947475691815562,0.02724093428904737,0.022207276063801212,0.06553385781662403,0.04292342970633891,-0.08675920190332566
Teachers (n.e.c.),teacher,1900,0.010776419895125896,0.06612241912279648,0.10297183663119487,0.005580832233399389,0.0947976522743074,0.14580094183523856,0.14667142711101702,-0.07333620418656428
Technicians (nec),technician,1900,-0.04137429849378541,0.027472013059405068,0.011876826805440163,0.007632537109690144,0.006453437510482456,0.010364143815784632,0.039669367943411846,-0.029036088238035322
Religious workers,clergy,1900,-0.006982220015246746,0.058299030757100176,0.05212038895447452,-0.026440372786909555,0.044354742480702564,-0.01394930619260622,-0.008636648105268256,-0.06328129103625174
"Spinners, textile","spinner, weaver",1900,0.05671382329288876,-0.08405973363555455,-0.06731123268614994,-0.026661816514917044,-0.004752781646619672,0.016515266757118396,0.0036612470137547433,-0.05583272348819422
Lawyers and judges,"lawyer, judge, professional",1900,-0.03898944550038382,0.08251578630746416,0.0569687877797632,0.012250757980583263,0.029377009867822684,0.08009495150759864,0.12998342663107396,-0.10239328995343393
Stationary firemen,firefighter,1900,,,,,,,,
Entertainers (nec),entertainer,1900,0.09424339036649745,0.058596044257133564,-0.011179561088944884,0.022981593882191866,-0.03351719792791341,0.038696694019700745,-0.05163161808161227,0.04057737479851485
"Brakemen, railroad",railroader,1900,,,,,,,,
Chemical-Engineers,"engineer, chemist",1900,-0.02173240488765391,0.1150147710136529,0.01740239095343775,0.045214953028899524,0.03347576999277196,0.09921442422486686,0.10759352946576259,-0.09994891119435442
Locomotive firemen,stoker,1900,0.02821936955131619,-0.11025747585928386,-0.035512284121930165,-0.09046389143456635,-0.06291540567103752,-0.07573555712754813,-0.053182135438770595,-0.1041125112657467
Elevator operators,"operator, lifter",1900,0.0186353736799695,-0.013176416660129343,0.008527581877056675,0.003709086779809516,0.057097246166402923,0.07683359499122333,0.06760093799401815,-0.0676778178477894
Telephone operators,"operator, telephonist",1900,0.05843740156470996,0.051550101322368216,-0.01271260069214731,-0.027550977860381992,0.011739152520652722,0.0208372884854125,0.08486666416326287,-0.1486992601928652
Testing-technicians,"technician, technicians",1900,-0.031364393563237294,0.06915282012905513,0.09115485009355653,0.0915526382159123,0.03234169422484785,0.05298490498281515,0.10976845043819847,-0.03204722551130387
Roofers and slaters,"roofer, roofers, slater",1900,-0.016363168892665845,0.039316376226169535,0.04241309137682906,0.010955697571707746,-0.0040420708863445854,0.036405397368965496,0.06857665880936213,0.027001325444931817
"Switchmen, railroad","operator, railroader",1900,0.05843740156470996,0.051550101322368216,-0.01271260069214731,-0.027550977860381992,0.011739152520652722,0.0208372884854125,0.08486666416326287,-0.1486992601928652
Telegraph operators,"operator, telegrapher",1900,0.015423931404841766,0.08333480701115786,0.03570442567586915,0.013556384674006827,0.005656286145693434,0.0032748589316167866,0.08995215745763221,-0.06097493869018619
"Nurses, professional",nurse,1900,0.2776530303184272,-0.03793136553023256,0.08274672098965274,-0.09808114230531997,0.09174922357554503,0.0788203020348022,-0.07137461701172107,-0.1581653090480287
Janitors and sextons,"janitor, sexton, gravedigger, cleaner",1900,-0.025328251805062804,-0.04285733170399701,0.01221431730755184,0.020307634608022,0.039397040136762915,0.032961385778618214,0.04948685961724983,0.0067173181565452
Industrial-Engineers,"engineer, industrialist",1900,-0.04491635763724111,0.11365198042780988,-0.018204853345159408,0.027041377601572887,0.05262548081514075,0.10542123860827315,0.13736198057624505,-0.10993503650066128
Electrical-Engineers,"engineer, electrician",1900,-0.017888212799374442,0.09123394559728192,-0.0669631493192272,0.036237244486264156,-0.0036876689688632933,0.036038271398574656,0.09904170850554705,-0.06987911001961103
Stationary engineers,engineer,1900,-0.04491635763724111,0.11365198042780988,-0.018204853345159408,0.027041377601572887,0.05262548081514075,0.10542123860827315,0.13736198057624505,-0.10993503650066128
Mechanical-Engineers,"engineer, mechanist, mechinist, mechanician",1900,-0.04916029073928957,0.10339842330825678,-0.015605259499245197,0.02121719288155824,-0.009873591591777647,0.020789382932305926,0.1236809002271484,-0.023896738237674003
Locomotive engineers,"engineer, locomotist, autoist",1900,-0.04491635763724111,0.11365198042780988,-0.018204853345159408,0.027041377601572887,0.05262548081514075,0.10542123860827315,0.13736198057624505,-0.10993503650066128
"Conductors, railroad",conductor,1900,-0.006657789045909482,0.09812647414295525,0.05021000828831523,-0.03950592187797318,0.0351482899489225,0.048336218586726064,0.08663356062612829,-0.01328455748728172
Actors and actresses,entertainer,1900,0.09424339036649745,0.058596044257133564,-0.011179561088944884,0.022981593882191866,-0.03351719792791341,0.038696694019700745,-0.05163161808161227,0.04057737479851485
Telegraph messengers,"operator, messenger",1900,0.00555390045571913,0.09039269192580421,0.04220975377469467,0.015295291384796558,0.00960839013102174,0.04926065185319579,0.0728536245959653,-0.08013769174619587
Editors and reporters,"editor, reporter",1900,-0.019674721853670574,0.1309114573428059,0.05872948485648757,0.01849336155791608,-0.03356940190111089,0.022074215120202065,0.0924197428706638,-0.074465384159765
Biological scientists,"scientist, biologist",1900,-0.11259049301591088,0.08874762572270431,-0.0031728378801560327,-0.026716747877133202,0.09994223108126711,0.08319166686742352,0.12445257195635054,-0.08177932816865335
Sheriffs and bailiffs,"police, sheriff, bailiff",1900,-0.10330552894834046,0.07664440949835817,0.02232407282176896,-0.04289648982759018,-0.055865180166668436,-0.028825486394991575,0.08882279175733954,-0.05528054247313572
Carpenters apprentice,"apprentice, carpenter",1900,-0.04812701021081247,-0.007651086989192781,0.006661115723586266,-0.08612554414359498,-0.016715645421006398,0.03294684932281957,0.04247888731632032,0.04308102878250667
Waiters and waitresses,server,1900,-0.04702700830125664,-0.058512700907136006,0.053861989632199375,-0.03515056990967724,0.12233850072883523,0.08968840796510458,0.06551700036950672,-0.11006845775965318
Charwomen and cleaners,"janitor, cleaner",1900,-0.015026536149247654,-0.062303593788239645,0.045494931952519246,0.06470100715348655,0.012641663162037853,0.017590658228683047,0.09703471908926084,0.0005176643924049706
Hucksters and peddlers,"huckster, peddler",1900,-0.06828173712848756,-0.047785921317599914,-0.0705224109233399,-0.09177384945482331,-0.11100743917805932,-0.09958325032610883,-0.002798864564655611,0.010489214095942298
Sailors and deck hands,sailor,1900,-0.0068742363715728295,-0.05110474197514092,-0.006020697051985886,-0.04612339152572526,0.1022219607201678,0.06550791370682095,0.006315184906421719,0.02453261320005281
Misc social scientists,sociologist,1900,-0.055790860103224905,0.09454826983910086,0.01814411277765142,-0.08083536264322898,0.0033907362990801184,-0.007634420220965233,0.10342436760864358,-0.11606050008307642
Forgemen and hammermen,"forgeron, metalsmith, hammerer, ironsmith",1900,-0.05568980566863911,0.08515874196351199,0.0056191303051294356,0.03499834929670894,0.08633774387571884,0.12507600140176425,0.11141733390496164,-0.025592941510513424
Blasters and powdermen,"miner, balster",1900,-0.026022344486469774,-0.06878305506419015,-0.0435298196560232,-0.06992730243584952,0.1101949237871236,0.09893002391963585,0.03413702694643377,-0.049766507718180544
Physicians and surgeons,"physician, surgeon",1900,0.006159792393022646,0.1599901636598236,0.1277258141701625,-0.026456305452755846,0.07803184607942415,0.11815640367831479,0.12213532853093993,-0.12464504764414605
Stock and bond salesmen,"sales, salesperson, investor",1900,0.01354102902908679,0.034131419242927945,0.015103578048702418,0.02780846198978447,-0.03977982185004815,-0.002654071977226783,0.0344707164046569,-0.019635356337403032
Tailors and tailoresses,tailor,1900,0.07259439342551645,-0.05753252354043825,0.04486152335146888,-0.08936723257323281,-0.016093623115383492,0.036009960904537244,-0.07667984461824502,0.01766386408184826
Fishermen and oystermen,"fisher, hunter",1900,-0.03471922222101748,0.019010699812463748,0.0013631860080380274,-0.010137928421196363,0.04710857454679387,0.057596261633722765,0.05852069601137072,-0.0038488634728768394
Power station operators,"operator, electrician",1900,0.03378866680160109,0.06018300604456108,-0.06421702299272114,0.00894106675528672,-0.02413083311610731,-0.006253703662855674,0.07279405029905596,-0.08926122186571299
Electricians apprentice,"electrician, apprentice",1900,-0.03798007979154891,0.061165578782362146,-0.052258412054673985,-0.024279416633507467,-0.07602649660169039,-0.03382317234611766,0.054477964511388616,0.041710029318253294
Agricultural scientists,"scientist, agriculturalist, agronomist",1900,-0.05545935435660397,0.066052660070343,-0.00302255086969826,-0.008386861264464512,0.07332791414066181,0.03366025699496139,0.08626789291526105,-0.037823472089745624
Marshals and constables,"marshal, constable",1900,-0.0611000229247734,0.16013795197877595,0.0640196608531884,0.016770648567042152,0.07131028530570702,0.0656738586980947,0.15873184980804175,-0.007421440061031249
Accountants and auditors,"accountant, auditor",1900,-0.04147815640585574,0.08627871025660167,-0.07101940556917952,0.0024752397639831863,-0.02022939340862629,0.0015145717901046997,0.0737911193532791,-0.027618840263642926
Deliverymen and routemen,"mailperson, courier, deliverer, carrier",1900,-0.02065668968965715,0.04663508097178442,0.03804292906694046,-0.009190146142366887,0.04056523684239369,0.05342448185796702,0.04365679691649634,-0.0019573123185090365
Office machine operators,"operator, machinist",1900,0.05283433551934158,0.04620243929210993,-0.0165839996796803,-0.006478418368371806,0.012523714750970501,0.045712030812477905,0.10885688191268994,-0.0592561454873584
Policemen and detectives,"police, detective",1900,0.01056002924928643,0.02445028808886574,0.028490812206478627,-0.0045714545428728395,-0.058090360858139074,-0.03391837386924439,0.1321565991537914,-0.06528608223766846
"Firemen, fire protection",firefighter,1900,,,,,,,,
Structural metal workers,"metalsmith, blacksmith",1900,0.015345059758427284,-0.04616232249472482,-0.01506327019007437,-0.04273215765709675,-0.0017121117007113489,0.04594547222605602,-0.008204798836430233,0.02500305052113873
Misc. natural scientists,scientist,1900,-0.12856150341143052,0.10704052574239216,0.049227091142101935,0.021585360327663332,0.1810161960223789,0.152058226592395,0.14472697991566832,-0.07201438251011176
Artists and art teachers,"artist, teacher",1900,0.02701625333092099,0.07963816951199618,0.002213740520693973,0.04424166729395004,0.06681947473642225,0.10563124110407657,0.12647953936354212,-0.09066288317917551
Truck and tractor drivers,"driver, teamster, trucker",1900,-0.019642546813732037,0.06834242871676258,0.02469955371412522,-0.014678339074078423,0.032360591756334156,0.026637675032059008,0.08539171033983028,-0.04916234071882919
Welders and flame cutters,"jointer, welder",1900,-0.01222659123294783,0.0402304200529779,0.09740114077402734,0.04016216687520227,0.08742769054413428,0.04819298228419713,0.06480960905267354,-0.03558925331893406
Plumbers and pipe fitters,plumber,1900,0.010489073893059595,-0.07287935473701845,-0.03428377487836497,-0.0743996454183667,0.004777723298827259,0.009879062395578477,0.03949460924564285,-0.09001167288419973
Auto mechanics apprentice,"mechanician, apprentice",1900,-0.077422660724968,0.09465468589844526,-0.01973192720085319,-0.010257566814554017,-0.05526986472470356,-0.007508671633202027,0.0769525911172568,0.07647128852215203
Messengers and office boys,"mailperson, messenger, mailer",1900,-0.0357686475342064,0.11282035571926065,0.12073570933840472,0.053262686778262014,0.06059420919335271,0.08591711083688462,0.07969497577681081,-0.04180463083399819
"Baggagemen, transportation","porter, handler",1900,-0.004167247317057216,-0.006064045398848647,0.00018449595411934236,0.008775847254356864,-0.005702375468378991,0.05427166258886229,0.022167142050036233,-0.014121227483057549
"Farm laborers, wage workers","laborer, farmer",1900,-0.0541529003547018,-0.08405169031952783,-0.09694917581084021,-0.08796545821612028,0.09845651153268442,0.11580410010530791,-0.008893432926574013,-0.07892907741219521
Compositors and typesetters,"compositor, typesetter",1900,0.003478444266501627,0.017901152356705016,0.015168902408609186,-0.01911376943105744,-0.0012982846476566473,0.002521760738765229,0.012908669043400371,-0.0665344199690118
Longshoremen and stevedores,"laborer, docker, loader, stevedore",1900,-0.035936337334164306,-0.03595752843865998,-0.0545256292417147,-0.047223097255806645,0.08615200066656457,0.059742716100248595,0.05558346444471365,-0.0088284575498037
Statisticians and actuaries,"statistician, accountant, actuary",1900,-0.054144904044022446,0.10262951908892931,-0.03189519504330857,0.04801529182033376,-0.006458010111744725,0.03701083005909923,0.1157411332433186,-0.027618590075992325
Farmers (owners and tenants),"farmer, owner, tenant",1900,-0.03693481397148047,-0.023585489302173728,-0.07291947207466266,-0.0795642796752609,0.023150597241874644,0.03304970001233123,0.07840467822869056,-0.0979500097004895
Musicians and music teachers,"musician, teacher",1900,0.04128687199056308,0.08931931554784478,0.014813708316357789,0.03719970351140321,0.06998209755338677,0.1130136908549054,0.10443115441685197,-0.030769948007552714
Insurance agents and brokers,"broker, agent",1900,-0.030605834216901266,0.07285440763800058,-0.06392182382453347,-0.039536955843170574,-0.09725754326846958,-0.06871795034959995,0.10614829931898645,-0.03384600967276889
"Buyers and dept heads, store","head, buyer, manager",1900,-0.01194154650526323,0.049932197635093906,0.006949373115693456,-0.04569073359220538,-0.03416624562579306,-0.019687392749977495,0.05531243326326774,-0.055726725312529306
Mine operatives and laborers,"laborer, operator, miner",1900,0.001896693928692349,-0.040936895139483585,-0.05216677791102844,-0.06403934256176387,0.09058549383036295,0.08005385121679301,0.031654555639258834,-0.08759319361853433
Therapists and healers (nec),"therapist, healer, professional",1900,0.015273058251987695,0.008909707807670935,0.05184149676433374,0.00946197220662754,0.035399189444629685,0.04732346217415081,0.04038996316423007,-0.08598393074989452
"Collectors, bill and account","collector, biller, accountant",1900,-0.023028713660028195,0.1372345868590939,-0.004422777778411113,0.03986927894082588,0.009239931752023506,0.05477396533704951,0.09287331564941397,0.010797198297557292
Dietitians and nutritionists,"dietitian, nutritionist",1900,,,,,,,,
Photographic process workers,"processor, photographer, operator, technician",1900,0.02441387378111794,0.038266263743603444,0.016745425381402793,0.008119433734680001,-0.016357003727555542,0.018283596035340972,0.05768559744324703,-0.07020743766822606
Geologists and geophysicists,"geologist, geophysicist",1900,-0.02924896119433613,0.07805844066292066,-0.028729099056201923,-0.04272149174853476,-0.02630691518851874,0.020048349024537594,-0.007986987627262326,-0.09318970930409005
"Nurses, student professional","nurse, student, professional",1900,0.06593315417244687,0.017558311599562487,0.08233866760664173,-0.007209852214301339,0.06458321264885168,0.10095528251775115,0.04343943834121542,-0.12043091477438415
College presidents and deans,"dean, president, professor",1900,-0.062411157748797186,0.1486207854192877,0.17134734616197678,0.034558719116877704,0.028031174353758393,0.08887802764155124,0.13179885683402606,-0.07695237482495841
Dancers and dancing teachers,"dancer, teacher",1900,0.06805377432836787,0.08979620165809216,0.08535468964262517,0.06557327216942047,0.04551079016891601,0.0853427846202813,0.11344552346852613,-0.0037301752344572198
"Apprentices, printing trades","trader, apprentice",1900,-0.05357335502338423,0.07163946946295242,-0.032309308997178994,-0.057628214035413496,-0.041629317947787334,-0.010973024912178185,0.06212003107738118,0.054597105636525665
Members of the armed services,soldier,1900,-0.06556766210459344,0.036709122080577986,0.06730091041965171,0.0026939569170488925,0.11472529554217671,0.09645700854904095,0.12158180816467382,-0.03828643185523452
Mechanics and repairmen (nec),"mechanic, repairer",1900,-0.005610075199779706,-0.059026143488571374,-0.08416147100158253,0.03424592446062287,-0.004475352320383358,0.05049553669389105,0.08449160648704646,-0.042075303319791674
Shipping and receiving clerks,"clerk, handler, register",1900,0.0038908147398333073,0.038345464909110456,-0.003313236429114351,0.02739173049975931,-0.012679250456850687,0.04449461308625959,0.029450465415123268,0.00041635939725946067
Cement and concrete finishers,"laborer, finisher, mason",1900,-0.016652816071542675,-0.03705149100717067,-0.04824616308820597,-0.040905816169024556,0.08507384508475706,0.08436862209770464,0.03554720136187889,-0.01589545216252641
"Rollers and roll hands, metal","roller, blacksmith",1900,0.025859749526098055,-0.008340386990921368,0.05392045515745515,0.009723944028928573,0.001670775932206053,0.02008556421974711,0.017561847972445463,-0.024119028000228783
Motion picture projectionists,projectionist,1900,,,,,,,,
Medical and dental-technicians,"technician, dentist, professional",1900,0.006354285871911432,0.024625058076605793,0.031821428366667855,-0.0004375502708370089,0.012915137039997639,0.05019147979386033,0.07293262461395988,-0.06790625831396972
Real estate agents and brokers,"broker, sales, agent",1900,-0.01884592723575967,0.04707927754257659,-0.032936688040789766,-0.02493558206454212,-0.09295570135247473,-0.0619443637343098,0.0773069439414574,0.00213973514404067
Taxicab drivers and chauffeurs,"driver, chauffeur, cabbie, cabby",1900,-0.015975796644885923,0.015857666365026262,-0.03529694182585351,-0.04019712462403898,-0.008965377692165762,-0.015862055261161568,0.0547685019130996,-0.010705144474752012
Airplane pilots and navigators,"pilot, navigator",1900,-0.04416971116556,0.12155613391885922,-0.007227133940777168,0.00635184537280694,0.06845315594499342,0.09270940302922348,0.08486104712796884,-0.017359516219938656
Decorators and window dressers,"decorator, dresser",1900,0.030425415518656934,-0.0008730232205067037,0.016102576310199235,-0.03931405853963589,0.01822245598084854,0.03803023421091639,0.006625535134931587,0.00029617657911307563
Foresters and conservationists,"conservationist, forester",1900,-0.011635832851291298,0.06381300161498095,-0.010204499915673347,-0.027704936927628793,0.02718747245909657,0.06595026604146033,0.010974346279863247,-0.06185294580854271
Electrotypers and stereotypers,"stereotyper, eletrotyper",1900,,,,,,,,
Salesmen and sales clerks (nec),"sales, clerk, salesperson",1900,0.007260908393578778,0.041898707263773566,0.042651886993164016,0.0323418683151856,-0.04598445979733717,0.008486903910371775,0.041481115662835875,-0.020255530049370214
