"Occupation, 1950 basis",Single words,year,gender,prestige,education,income,moral,evaluation,potency,activity
Mail carriers,"courier, deliverer, carrier",1900,-0.08819082798159712,0.03460053540010528,0.02316215186669156,-0.0140849723653324,-0.012636581038154177,0.02609223543860741,0.025748696239722785,0.018583544678922953
Photographers,photographer,1900,-0.004185565768316128,-0.0034831506587431928,-0.009286433887683243,-0.0012727738639136436,-0.002012136835971859,0.03565165497213835,0.08330027542455876,-0.03825703872426183
Psychologists,psychologist,1900,-0.059254912474755964,0.151583490197727,-0.07354248838457367,0.030111451359485543,0.055904431634951485,0.030334006892272877,0.11456951483434505,-0.05439911273799216
Demonstrators,demonstrator,1900,,,,,,,,
Cabinetmakers,"cabinetmaker, woodworker",1900,,,,,,,,
Chiropractors,chiropractor,1900,,,,,,,,
Veterinarians,veterinarian,1900,,,,,,,,
Laborers (nec),laborer,1900,-0.15025359197775962,-0.07322803361317726,-0.08475379933905108,-0.19679934576276054,0.07274416816247715,0.07927148132463345,0.09918130414803744,-0.058606306324515064
"Molders, metal","molder, metalsmith",1900,0.07552883853449213,-0.209145116492651,0.02747071461607594,-0.056611808475857346,0.015272048166889303,-0.017483776669027208,-0.003931743339362415,0.0763823693333365
Mathematicians,mathematician,1900,-0.10991491268120068,0.19474871338701144,-0.08558368052360987,0.115364908346378,0.24496033003562845,0.20304458853143628,0.11492846104308733,-0.07303022877838122
Engineers (nec),engineer,1900,-0.19360113690617303,0.14981305453190524,0.059030351290964976,-0.04968252265224107,-0.06263124330532703,-0.003244377320839306,0.1398322007562785,-0.017072616472046324
Civil-Engineers,"engineer, evaluator, inspector",1900,-0.18092709983643568,0.14779606984950155,0.08251505304129786,-0.08181937443956425,-0.06858946095222351,-0.025228929387171247,0.13292691678992674,-0.0024298833162097327
Practical nurses,"nurse, practitioner",1900,0.0390777984482682,0.019016893808261333,-0.06637098775216346,-0.11613315772037822,0.10064404021733428,0.06970373594270504,-0.04508740652836149,-0.04476001628698884
Inspectors (nec),inspector,1900,-0.1682530627666983,0.14577908516709784,0.10599975479163073,-0.1139562262268874,-0.07454767859912001,-0.04721348145350319,0.12602163282357498,0.012212849839626859
"Weavers, textile",weaver,1900,0.09039675543236037,-0.009889628627373985,0.06458425889631139,-0.09102529262050313,-0.05886182063995042,-0.00012692490640159315,-0.003571067920390858,-0.030277037766115723
Mining-Engineers,"engineer, mineralogist",1900,-0.19360113690617303,0.14981305453190524,0.059030351290964976,-0.04968252265224107,-0.06263124330532703,-0.003244377320839306,0.1398322007562785,-0.017072616472046324
Teachers (n.e.c.),teacher,1900,0.1086543766022553,0.028905283613356047,0.04481547827919905,-0.09265130556099682,0.16850300813192204,0.09760580688524065,0.06462418899009069,-0.029260981184857048
Technicians (nec),technician,1900,,,,,,,,
Religious workers,clergy,1900,-0.037939536480832516,0.06394421027715186,-0.16483221893541783,-0.06258984655689438,0.04232356665913281,0.00203820759237891,0.023355842096893918,-0.06662065643649584
"Spinners, textile","spinner, weaver",1900,0.1303483663963516,-0.058749368527703134,0.0002509899960547457,-0.0450061983954588,-0.055004077341891784,0.02040678603827866,-0.06332765440738042,-0.0202165975056915
Lawyers and judges,"lawyer, judge, professional",1900,-0.08565337983510936,0.12204845565811405,-0.024303533068101554,-0.031408065479374386,0.03240478464353002,0.017880710684030677,0.08589752893729423,-0.023788366105475647
Stationary firemen,firefighter,1900,,,,,,,,
Entertainers (nec),entertainer,1900,0.02753319104661118,0.05344440599302258,-0.13169587326509294,0.05863636811392364,0.12219142417045928,0.1370061999386865,-0.006892275876327639,0.01857921233155519
"Brakemen, railroad",railroader,1900,,,,,,,,
Chemical-Engineers,"engineer, chemist",1900,-0.15256167217600977,0.12600630241027583,0.02080643209566215,-0.051294988082459275,-0.011475382623905014,-0.0012900353713417578,0.11406092841011567,-0.04184964441213694
Locomotive firemen,stoker,1900,,,,,,,,
Elevator operators,"operator, lifter",1900,-0.14544072025530455,0.0012967388753406875,0.0329088785183002,-0.014550886564732524,-0.05903969117644878,-0.0028429361421611447,0.048958658254144284,0.0832931650216713
Telephone operators,"operator, telephonist",1900,-0.14544072025530455,0.0012967388753406875,0.0329088785183002,-0.014550886564732524,-0.05903969117644878,-0.0028429361421611447,0.048958658254144284,0.0832931650216713
Testing-technicians,"technician, technicians",1900,,,,,,,,
Roofers and slaters,"roofer, roofers, slater",1900,,,,,,,,
"Switchmen, railroad","operator, railroader",1900,-0.14544072025530455,0.0012967388753406875,0.0329088785183002,-0.014550886564732524,-0.05903969117644878,-0.0028429361421611447,0.048958658254144284,0.0832931650216713
Telegraph operators,"operator, telegrapher",1900,-0.14544072025530455,0.0012967388753406875,0.0329088785183002,-0.014550886564732524,-0.05903969117644878,-0.0028429361421611447,0.048958658254144284,0.0832931650216713
"Nurses, professional",nurse,1900,0.22305775836433972,-0.09154410233078338,0.0033181342318665515,-0.16516358777904422,0.017321418587795685,0.02405038339652664,-0.15598320197798668,-0.06809090657374194
Janitors and sextons,"janitor, sexton, gravedigger, cleaner",1900,-0.030341718037472307,-0.011203539766102907,-0.0313611413044425,-0.1464992589901769,-0.0047740635030296226,0.017262220108665686,0.013554270064756896,0.016346228143765507
Industrial-Engineers,"engineer, industrialist",1900,-0.19360113690617303,0.14981305453190524,0.059030351290964976,-0.04968252265224107,-0.06263124330532703,-0.003244377320839306,0.1398322007562785,-0.017072616472046324
Electrical-Engineers,"engineer, electrician",1900,-0.19360113690617303,0.14981305453190524,0.059030351290964976,-0.04968252265224107,-0.06263124330532703,-0.003244377320839306,0.1398322007562785,-0.017072616472046324
Stationary engineers,engineer,1900,-0.19360113690617303,0.14981305453190524,0.059030351290964976,-0.04968252265224107,-0.06263124330532703,-0.003244377320839306,0.1398322007562785,-0.017072616472046324
Mechanical-Engineers,"engineer, mechanist, mechinist, mechanician",1900,-0.19360113690617303,0.14981305453190524,0.059030351290964976,-0.04968252265224107,-0.06263124330532703,-0.003244377320839306,0.1398322007562785,-0.017072616472046324
Locomotive engineers,"engineer, locomotist, autoist",1900,-0.19360113690617303,0.14981305453190524,0.059030351290964976,-0.04968252265224107,-0.06263124330532703,-0.003244377320839306,0.1398322007562785,-0.017072616472046324
"Conductors, railroad",conductor,1900,-0.11640327776764756,0.10556622328385837,0.0808466110798385,0.029057298800845677,0.051839497533261274,0.0646689744604919,0.07201791626047699,0.04894096621798219
Actors and actresses,entertainer,1900,0.02753319104661118,0.05344440599302258,-0.13169587326509294,0.05863636811392364,0.12219142417045928,0.1370061999386865,-0.006892275876327639,0.01857921233155519
Telegraph messengers,"operator, messenger",1900,-0.15707884815578188,0.06595970288563742,0.07799408458963089,-0.0026833482210236563,0.04809721743639252,0.08269670671143829,0.04910489904562572,0.031772155462374836
Editors and reporters,"editor, reporter",1900,-0.10673345940552545,0.08927194527433134,-0.038650562025427423,-0.04211241653119021,-0.026077442389541478,-0.037457274823663816,0.04603824557010982,0.03683030989549259
Biological scientists,"scientist, biologist",1900,-0.08624607488658456,0.060960809513864705,-0.10311726571260592,-0.07933800509992633,0.13007511531388594,0.047564950468116304,0.07217857888761299,-0.08936658044511285
Sheriffs and bailiffs,"police, sheriff, bailiff",1900,-0.09788820407045978,0.08086801959812415,0.014627200906398113,-0.14185727330549136,-0.15757070890940528,-0.1272628799198315,0.015144522254231461,0.053370175779415524
Carpenters apprentice,"apprentice, carpenter",1900,-0.138307660243764,0.024715057739954523,0.037571025987062204,-0.19398578805269898,0.0008185284155160719,0.03762554664634957,0.0658800604905499,0.01763722164507292
Waiters and waitresses,server,1900,,,,,,,,
Charwomen and cleaners,"janitor, cleaner",1900,0.01968976768048064,-0.11825766159233925,-0.07889068812752249,-0.1640898514603794,-0.002770628002362732,-0.018930345403850822,-0.01474987095000413,0.03435821590720536
Hucksters and peddlers,"huckster, peddler",1900,-0.09993050116800627,-0.0025464058717644678,0.0503358881211888,-0.15967651039881559,-0.06607394669883097,0.0025644735698052007,-0.0370486404339819,0.017612150861217386
Sailors and deck hands,sailor,1900,-0.029550653744495566,-0.0729985449326046,-0.07602511399422968,-0.18241415500197938,0.0742787953484857,-0.011698212557997847,-0.03290725809175854,0.015580139897291229
Misc social scientists,sociologist,1900,-0.16371403988379116,0.15280824762789616,-0.12787794853898093,-0.03574550306500533,0.14286060351421206,0.12558656090129983,0.1642760758313696,-0.024312139676262317
Forgemen and hammermen,"forgeron, metalsmith, hammerer, ironsmith",1900,,,,,,,,
Blasters and powdermen,"miner, balster",1900,-0.07220642034141454,-0.146904295305253,-0.05488429206675782,-0.1716964095821579,-0.03154264237775259,-0.05119553891012606,-0.13743448308391065,-0.08054903415300427
Physicians and surgeons,"physician, surgeon",1900,-0.0714428086990464,0.20177601826283323,0.07606158621486572,-0.11256557626174826,0.055558614590384886,0.06687237676159025,0.0319945396451527,-0.069758674504007
Stock and bond salesmen,"sales, salesperson, investor",1900,-0.12018860155460431,-0.051469845407299646,-0.05540757152176533,0.007430837943607167,-0.1329510134649714,-0.0687862976397369,0.053599560591785333,0.021304080802243115
Tailors and tailoresses,tailor,1900,0.011296094607349594,-0.060195677904465325,-0.03646118221557956,-0.20075463320265025,-0.04824903665583136,-0.04192125244194166,-0.10316595759401839,0.04628020439736915
Fishermen and oystermen,"fisher, hunter",1900,-0.10041302202897696,0.02156781758311333,0.024430712905045324,-0.008635158439458359,0.003410169519413267,0.02658832325720848,0.06096677247029414,0.028842270034377206
Power station operators,"operator, electrician",1900,-0.14544072025530455,0.0012967388753406875,0.0329088785183002,-0.014550886564732524,-0.05903969117644878,-0.0028429361421611447,0.048958658254144284,0.0832931650216713
Electricians apprentice,"electrician, apprentice",1900,-0.11561678538294998,0.06982235602562464,0.014013005234641683,-0.13026162812153635,0.009882677405925536,0.04805117294830982,0.07287305255962152,0.0029292675973793952
Agricultural scientists,"scientist, agriculturalist, agronomist",1900,-0.09542440946918439,0.09395767346719569,-0.1434653829799401,-0.0747672599375855,0.16608336772006188,0.054670862488724686,0.09142513529221286,-0.06638520449445592
Marshals and constables,"marshal, constable",1900,-0.19807229722519387,0.10432471929505258,0.04490121388474616,-0.10952332521040557,0.029845563868547045,0.022217073290669177,0.0917890995652345,0.03362271802963768
Accountants and auditors,"accountant, auditor",1900,-0.17205742160429904,0.2180989035803332,0.01015037629617252,0.026715598669848323,0.061949331041191685,0.11900404126859832,0.09013838124365665,-0.1091831711966208
Deliverymen and routemen,"mailperson, courier, deliverer, carrier",1900,-0.08819082798159712,0.03460053540010528,0.02316215186669156,-0.0140849723653324,-0.012636581038154177,0.02609223543860741,0.025748696239722785,0.018583544678922953
Office machine operators,"operator, machinist",1900,-0.20028770900456727,0.08680461586194628,0.04591544403670597,0.006511321669551271,-0.021127721744039332,0.05754352944178403,0.1433693724959134,0.05693468817874052
Policemen and detectives,"police, detective",1900,-0.0625259099628883,0.06534537791097596,0.039116717650064525,-0.09342364879132936,-0.136116935433648,-0.10519392494136062,0.04333783115629987,0.03937651781785944
"Firemen, fire protection",firefighter,1900,,,,,,,,
Structural metal workers,"metalsmith, blacksmith",1900,-0.14959909616968128,-0.08641491835247275,0.040032791622681196,-0.14791290099836701,-0.04610442566786488,-0.02972086648881548,0.024653552503643275,0.11429710462917514
Misc. natural scientists,scientist,1900,-0.09542440946918439,0.09395767346719569,-0.1434653829799401,-0.0747672599375855,0.16608336772006188,0.054670862488724686,0.09142513529221286,-0.06638520449445592
Artists and art teachers,"artist, teacher",1900,0.06781318558502071,0.03225745198393171,-6.520723257418676e-05,-0.05432658063092564,0.130210882106317,0.08077961908121366,0.04727718521268112,-0.03372292630742395
Truck and tractor drivers,"driver, teamster, trucker",1900,-0.1180335078357122,0.03613955821838538,0.03806156881761527,-0.13154053258128245,-0.047789350648034336,-0.03456052470730322,0.00424287580545225,0.045992423327441134
Welders and flame cutters,"jointer, welder",1900,,,,,,,,
Plumbers and pipe fitters,plumber,1900,-0.18734067151400444,0.1245623670575588,0.11448165170463817,-0.166093802087939,-0.08535359717408655,-0.061312122367413506,0.11423640236001881,-0.010813466443629446
Auto mechanics apprentice,"mechanician, apprentice",1900,-0.11561678538294998,0.06982235602562464,0.014013005234641683,-0.13026162812153635,0.009882677405925536,0.04805117294830982,0.07287305255962152,0.0029292675973793952
Messengers and office boys,"mailperson, messenger, mailer",1900,-0.16871697605625924,0.13062266689593416,0.12307929066096157,0.009184190122685211,0.1552341260492338,0.16823634956503772,0.04925113983710715,-0.019748854096921634
"Baggagemen, transportation","porter, handler",1900,-0.07450449276054055,0.08412592235733914,0.07126256474467578,-0.0698646845907163,0.012391112503898337,0.044627781335624526,-0.01594372137561702,0.09132829546075727
"Farm laborers, wage workers","laborer, farmer",1900,-0.12160879825469512,-0.11130466198091679,-0.09960238803788485,-0.21865233611875542,0.044323444417288825,0.0515743824192786,0.04452362316247205,-0.007692386989903946
Compositors and typesetters,"compositor, typesetter",1900,,,,,,,,
Longshoremen and stevedores,"laborer, docker, loader, stevedore",1900,-0.15025359197775962,-0.07322803361317726,-0.08475379933905108,-0.19679934576276054,0.07274416816247715,0.07927148132463345,0.09918130414803744,-0.058606306324515064
Statisticians and actuaries,"statistician, accountant, actuary",1900,-0.174046754905406,0.21364919184102674,-0.0035161046636789707,0.022952771070555125,0.06595948734284247,0.13824236214656002,0.11241638622080005,-0.054496491638626916
Farmers (owners and tenants),"farmer, owner, tenant",1900,-0.06696962509065045,-0.11033317964691298,-0.08429824419124272,-0.21218161488080264,-0.05887913638635514,-0.02152972024776068,-0.013519525851085014,-0.026689254756834136
Musicians and music teachers,"musician, teacher",1900,0.03320802248546572,0.06893207015066777,-0.00265398764983071,-0.017840643571893494,0.18840702206656318,0.10555383143978103,0.04358201104965133,-0.03082899057767327
Insurance agents and brokers,"broker, agent",1900,-0.14354830177322267,0.04537381702691738,0.030867340275944607,-0.08725330947838375,-0.09177471694773072,-0.020800861474675747,0.0920392788839404,0.002757689494595813
"Buyers and dept heads, store","head, buyer, manager",1900,-0.07347287168800853,0.039933137226076804,-0.011008642221960388,-0.03871610806990185,-0.09956014635055503,-0.013111227674826453,0.07669739115169867,-0.004763955309293927
Mine operatives and laborers,"laborer, operator, miner",1900,-0.12263357752482625,-0.07294519668102986,-0.035576404295836236,-0.12768221396988366,-0.005946055130574737,0.008411002090782082,0.0035684931060903555,-0.018620725151949343
Therapists and healers (nec),"therapist, healer, professional",1900,-0.031773824247053765,0.038663310084920965,-0.031914810473639574,-0.07936904068441757,0.08658542627281743,0.03341762991209667,0.010939950534903875,-0.004773155607622145
"Collectors, bill and account","collector, biller, accountant",1900,-0.1381211726650874,0.1835669638855135,-0.006609706123197601,0.029371108642179955,0.030191178537329603,0.11995696430320484,0.1148486018122486,-0.08273335707275584
Dietitians and nutritionists,"dietitian, nutritionist",1900,,,,,,,,
Photographic process workers,"processor, photographer, operator, technician",1900,-0.07481314301181034,-0.0010932058917012526,0.011811222315308477,-0.007911830214323083,-0.030525914006210318,0.0164043594149886,0.06612946683935152,0.022518063148704737
Geologists and geophysicists,"geologist, geophysicist",1900,-0.1951294139793774,0.23610657591129858,0.07262364786842421,0.012255675037317101,0.06946213557948011,0.14397040472985287,0.2420728846658185,-0.013101351261381533
"Nurses, student professional","nurse, student, professional",1900,0.038586771617752626,-7.636146798073913e-05,-0.007175539352272583,-0.08375638280459914,0.048509921855073766,0.03415215403494954,-0.036620880172060145,-0.0537265834358126
College presidents and deans,"dean, president, professor",1900,-0.1346200447160761,0.15623120841027274,0.02798082545822612,0.006138499277379222,0.07921249358286406,0.10545541527797214,0.08138404648081837,-0.012659532565090068
Dancers and dancing teachers,"dancer, teacher",1900,0.18481819254200613,0.051368228440223214,0.005359456253906943,-0.012545550729149785,0.07460414376579891,0.03635862778826217,-0.005587605979954953,-0.010656658527048253
"Apprentices, printing trades","trader, apprentice",1900,-0.07268881600258029,0.006376795766746119,-0.003233578997274854,-0.16112049783117383,-0.023268210534797284,-0.001703799077553421,0.05273876980899711,-0.022762499667345854
Members of the armed services,soldier,1900,-0.12473553004651328,0.06473387379063253,0.006545964504394604,-0.09898258486323769,0.16031451470329633,0.08020086679902677,0.013052634760256695,0.05589669735271072
Mechanics and repairmen (nec),"mechanic, repairer",1900,-0.184844399230648,-0.0060241875400037295,-0.0772273639089325,-0.1730470997902701,0.03762852167742824,0.06669519004069177,0.09806863302207455,-0.049387557876746396
Shipping and receiving clerks,"clerk, handler, register",1900,-0.16155057716066518,-0.0016681815681353612,-0.03248544671254707,-0.0908025055402146,-0.05148528021867294,-0.016520011803591403,0.005638516636992922,-0.021182832423710923
Cement and concrete finishers,"laborer, finisher, mason",1900,-0.11346643106790989,0.030371528412966642,-0.03842849918347239,-0.18518955151966987,-0.009874932565435021,-0.005544815069961732,0.10323816482783241,-0.012983361033133377
"Rollers and roll hands, metal","roller, blacksmith",1900,-0.10126110723095479,-0.11458612770545774,0.08385503789690349,-0.07333197899200107,-0.05295364856673618,-0.010503467720788973,0.010244813753328953,0.09966376916344544
Motion picture projectionists,projectionist,1900,,,,,,,,
Medical and dental-technicians,"technician, dentist, professional",1900,-0.04180700133655641,0.05862678011386389,-0.00018489877551879086,-0.04424477995346497,7.077499161702548e-05,0.022075009823661396,0.03727563522714785,0.018056254818821345
Real estate agents and brokers,"broker, sales, agent",1900,-0.1501882754735594,0.017945583380160487,0.026132655249332833,-0.045587513971600886,-0.12771800950520018,-0.03781394021776104,0.07990482882374167,0.03302726757663329
Taxicab drivers and chauffeurs,"driver, chauffeur, cabbie, cabby",1900,-0.05947424264865151,0.03102169649598079,0.02640117041878981,-0.1267862646769732,-0.1142089683708458,-0.0875361092861085,-0.015413567997585023,0.025503716488387902
Airplane pilots and navigators,"pilot, navigator",1900,-0.16537475310774188,0.10870131342925164,0.07088478019722576,-0.015895911458580533,0.07575545408958453,0.10116130458389573,0.15626647617872622,0.006134607541539876
Decorators and window dressers,"decorator, dresser",1900,0.18513079203979943,-0.015793799522458022,-0.004934622876400447,0.002077962396761431,-0.09278106725648783,-0.044831467208746194,0.0014789670959119566,0.0073596893659720886
Foresters and conservationists,"conservationist, forester",1900,0.23129025532273367,0.013721058929740954,0.0011734391837913425,-0.021236655939095486,0.08956691792141809,0.08313630106992312,-0.019059586275679514,-0.11500920062269551
Electrotypers and stereotypers,"stereotyper, eletrotyper",1900,,,,,,,,
Salesmen and sales clerks (nec),"sales, clerk, salesperson",1900,-0.1711291062390881,-0.008018624744962666,0.011499608345903219,-0.03310916250493295,-0.11174243143272025,-0.02814495069302196,0.026837520022044384,0.013826221460876455
Private household workers (nec),housekeeper,1900,0.2981204606014627,-0.07441734363034287,0.007724693835153756,-0.10520464887096757,0.04258920746188189,0.017470082851597898,-0.15830512935550162,-0.07230376038590607
"Cooks, except private household","cook, chef",1900,0.01249518153618049,0.047873215919089725,0.043964409833396625,-0.1331661026033901,-0.028109874591978307,0.011809170073135221,-0.025297188619895786,0.060000356524817805
"Laundressses, private household","housekeeper, washer",1900,0.2981204606014627,-0.07441734363034287,0.007724693835153756,-0.10520464887096757,0.04258920746188189,0.017470082851597898,-0.15830512935550162,-0.07230376038590607
"Housekeepers, private household",housekeeper,1900,0.2981204606014627,-0.07441734363034287,0.007724693835153756,-0.10520464887096757,0.04258920746188189,0.017470082851597898,-0.15830512935550162,-0.07230376038590607
Advertising agents and salesmen,"salesperson, sales, advertiser",1900,-0.12819791204228995,0.003957392891020539,-0.027554197891478418,0.02890524724714496,-0.06013614514652199,0.018239444049071102,0.1142719617442198,0.0525598541089766
"Oilers and greaser, except auto","oiler, greaser",1900,-0.10949357036605661,-0.04312044229129177,-0.00019276068702146244,-0.1797014139743242,-0.19663780528244867,-0.18918361947855705,0.023506426431547565,0.12921816241423226
Funeral directors and embalmers,embalmer,1900,,,,,,,,
Stone cutters and stone carvers,"carver, cutter, mason",1900,-0.11438041499865204,0.1086882174893596,0.05125254593656107,-0.09501672400834071,-0.02889947352902424,0.030750719917855867,0.06350719222147805,0.045868376479299665
Airplane-mechanics and repairmen,"mechanician, repairer",1900,,,,,,,,
Sports instructors and officials,"athlete, official, instructor",1900,-0.09041798116828004,0.11366832386241384,-0.057023382312804155,0.04288063172794707,0.053042488681933654,0.07888555359316814,0.08861171149667685,-0.010682568796836442
Photoengravers and lithographers,"photoengraver, lithographer",1900,,,,,,,,
"Ushers, recreation and amusement","usher, guide, commissionaire, attendant",1900,0.0026933521338842006,0.05454873228061471,0.01437377819978747,0.005559464040544933,-0.009117091146693491,0.013368417122515954,-0.05360505651856181,-0.01648494491293018
"Millers, grain, flour, feed, etc.",miller,1900,-0.17825543547202494,0.09661499059094888,0.0430896138098947,-0.14840742826152964,-0.06027265585198157,-0.04179750119062265,0.04193514097050159,0.020717525691344434
"Engravers, except photoengravers","engraver, etcher",1900,,,,,,,,
"Apprentices, trade not specified","apprentice, tradeperson, trader",1900,-0.07268881600258029,0.006376795766746119,-0.003233578997274854,-0.16112049783117383,-0.023268210534797284,-0.001703799077553421,0.05273876980899711,-0.022762499667345854
"Guards, watchmen, and doorkeepers","guard, doorkeeper",1900,-0.07229012047407893,0.08325909863956937,0.0793119424711177,-0.05968275639766134,-0.020749915276980002,-0.05571667659955762,0.06525143869013891,-0.04718466187031636
Imputed keeping house (1850-1900),housekeeper,1900,0.2981204606014627,-0.07441734363034287,0.007724693835153756,-0.10520464887096757,0.04258920746188189,0.017470082851597898,-0.15830512935550162,-0.07230376038590607
