"code","occupation_single","occupation_origin","category"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
0,"accountant, auditor","Accountants and auditors","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
2,"pilot, navigator","Airplane pilots and navigators","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
3,"architect","Architects","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
4,"artist, teacher","Artists and art teachers","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
5,"athlete","Athletes","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
6,"author","Authors","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
7,"chemist","Chemists","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
8,"chiropractor","Chiropractors","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
9,"clergy","Clergymen","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
10,"dean, college, president, professor","College presidents and deans","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
12,"professor, agriculturalist, agrologist","Agricultural sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
13,"professor, biologist","Biological sciences-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
14,"chemist, professor","Chemistry-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
15,"economist, professor","Economics-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
16,"professor, engineer","Engineering-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
17,"professor, geologist, geophysicist","Geology and geophysics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
18,"professor, mathematician","Mathematics-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
19,"professor, immunologist, physician","Medical Sciences-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
23,"physicist, professor","Physics-Professors and instructors","Professional, Technical"
